id,case_number,date,block,iucr_code,primary_type,description,location_desc,arrest,domestic,beat_num,district_code,ward_no,community_code,fbi_code,x_coordinate,y_coordinate,year,date_of_update,latitude,longitude,location,Year,Month,DayOfWeek
10000950,HF078018,2023-11-12 22:14:00,46XX W BROADWAY,650,MOTOR VEHICLE THEFT,AUTOMOBILE,"SCHOOL, PUBLIC, BUILDING",True,False,1011,24,8.0,2.0,08B,1193363.0,1880556.0,2023,2023-11-13 22:14:00,41.7966416,-87.62273569,UNKNOWN,2023,11,Sunday
10000951,VM499813,2015-04-14 19:47:00,53XX N HALSTED ST,320,ROBBERY,STRONGARM - NO WEAPON,CONVENIENCE STORE,True,False,711,24,20.0,29.0,26,1185050.0,1915097.0,2015,2015-04-21 19:47:00,41.79928897,-87.5865682,"(41.79928897, -87.5865682)",2015,4,Tuesday
10000952,TW857534,2015-07-04 22:13:00,27XX N BROADWAY,560,ASSAULT,SIMPLE,RESTAURANT,True,False,411,4,26.0,40.0,13,1193991.0,1851102.0,2015,2015-07-11 22:13:00,41.7692116,-87.78771283,"(41.7692116, -87.78771283)",2015,7,Saturday
10000953,MU712751,2015-01-16 18:28:00,65XX W COTTAGE GROVE AVE,2830,CRIMINAL TRESPASS,TO RESIDENCE,UNKNOWN,True,False,312,5,11.0,71.0,06,1156352.0,1896482.0,2015,2015-01-29 18:28:00,41.9262331,-87.60649435,"(41.9262331, -87.60649435)",2015,1,Friday
10000954,ZR973121,2019-07-06 14:25:00,75XX N WESTERN AVE,740,THEFT,THEFT OVER $500,"SCHOOL, PUBLIC, BUILDING",True,False,521,9,35.0,46.0,08A,1199924.0,1891684.0,2019,2019-07-08 14:25:00,41.88602955,-87.72061283,"(41.88602955, -87.72061283)",2019,7,Saturday
10000955,QM792816,2023-11-07 13:40:00,34XX S HALSTED ST,740,THEFT,THEFT OVER $500,CONVENIENCE STORE,False,False,812,4,6.0,53.0,17,1190324.0,1906780.0,2023,2023-11-24 13:40:00,41.91143392,-87.55391968,"(41.91143392, -87.55391968)",2023,11,Tuesday
10000956,LM126644,2021-04-08 14:13:00,84XX E COTTAGE GROVE AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,True,612,10,6.0,63.0,16,1199793.0,1851878.0,2021,2021-05-05 14:13:00,41.7938138,-87.56767107,"(41.7938138, -87.56767107)",2021,4,Thursday
10000957,VS089650,2017-01-21 19:26:00,13XX W CLARK ST,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,CONVENIENCE STORE,True,True,122,17,40.0,21.0,11,1174984.0,1908089.0,2017,2017-01-30 19:26:00,41.86550782,-87.79617012,"(41.86550782, -87.79617012)",2017,1,Saturday
10000958,ZX964673,2019-05-05 15:02:00,66XX W GRAND AVE,560,ASSAULT,SIMPLE,CTA BUS,False,False,113,25,26.0,16.0,10,1161186.0,1863876.0,2019,2019-05-24 15:02:00,41.82742077,-87.67029548,"(41.82742077, -87.67029548)",2019,5,Sunday
10000959,AT362339,2021-12-08 07:29:00,88XX W HALSTED ST,910,VANDALISM,CRIMINAL DAMAGE,COMMERCIAL / BUSINESS OFFICE,True,False,1111,17,14.0,24.0,19,1175419.0,1905028.0,2021,2021-12-30 07:29:00,41.81720316,-87.69790049,"(41.81720316, -87.69790049)",2021,12,Wednesday
10000960,KG524036,2015-07-29 09:12:00,67XX W NORTH AVE,460,BATTERY,SIMPLE,RESTAURANT,False,False,1121,17,26.0,64.0,09,1193593.0,1871107.0,2015,2015-08-03 09:12:00,41.79519505,-87.68188757,UNKNOWN,2015,7,Wednesday
10000961,GU359740,2019-02-02 10:31:00,34XX E MICHIGAN AVE,650,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,False,False,1911,22,42.0,1.0,18,1165741.0,1868159.0,2019,2019-02-08 10:31:00,41.91441115,-87.61665758,"(41.91441115, -87.61665758)",2019,2,Saturday
10000962,VI071325,2021-09-27 13:47:00,28XX S CLARK ST,510,ASSAULT,AGGRAVATED: HANDGUN,CTA TRAIN,False,False,112,2,45.0,36.0,11,1163741.0,1878139.0,2021,2021-10-14 13:47:00,41.70660877,-87.55912063,"(41.70660877, -87.55912063)",2021,9,Monday
10000963,PU772800,2023-11-05 22:25:00,34XX N MADISON ST,740,THEFT,THEFT OVER $500,CONVENIENCE STORE,False,False,611,15,48.0,5.0,14,1191111.0,1895630.0,2023,2023-12-03 22:25:00,41.73094717,-87.65429227,"(41.73094717, -87.65429227)",2023,11,Sunday
10000964,SM580837,2020-10-21 11:56:00,58XX E CLARK ST,750,THEFT,THEFT $500 AND UNDER,ALLEY,False,False,412,17,37.0,61.0,09,1154359.0,1870128.0,2020,2020-11-05 11:56:00,41.94891263,-87.79348162,"(41.94891263, -87.79348162)",2020,10,Wednesday
10000965,GP599172,2020-04-10 05:05:00,25XX W GRAND AVE,740,THEFT,THEFT OVER $500,CONVENIENCE STORE,False,False,321,19,44.0,16.0,04B,1174984.0,1895598.0,2020,2020-05-01 05:05:00,41.90563383,-87.52326784,"(41.90563383, -87.52326784)",2020,4,Friday
10000966,NG982574,2015-09-28 19:40:00,88XX E GRAND AVE,910,VANDALISM,CRIMINAL DAMAGE,GAS STATION,False,False,221,14,42.0,47.0,16,1174984.0,1892216.0,2015,2015-10-24 19:40:00,41.77019844,-87.65121261,"(41.77019844, -87.65121261)",2015,9,Monday
10000967,YZ856995,2015-08-25 17:12:00,96XX E CLARK ST,750,THEFT,THEFT $500 AND UNDER,UNKNOWN,False,False,611,16,36.0,65.0,14,1186967.0,1856616.0,2015,2015-08-29 17:12:00,41.93107659,-87.651374465,"(41.93107659, -87.72310135)",2015,8,Tuesday
10000968,AP893939,2018-11-02 08:39:00,49XX S CICERO AVE,650,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,False,False,321,2,8.0,47.0,11,1197379.0,1902671.0,2018,2018-11-22 08:39:00,41.70132925,-87.76090142,"(41.70132925, -87.76090142)",2018,11,Friday
10000969,TS358051,2022-08-28 15:59:00,86XX S STATE ST,610,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,False,True,2411,1,8.0,19.0,03,1151099.0,1860241.0,2022,2022-09-03 15:59:00,41.98291766,-87.70209262,"(41.98291766, -87.70209262)",2022,8,Sunday
10000970,WN481519,2020-10-15 13:48:00,31XX N CHICAGO AVE,320,ROBBERY,STRONGARM - NO WEAPON,COMMERCIAL / BUSINESS OFFICE,False,False,511,17,39.0,58.0,09,1185834.0,1901046.0,2020,2020-11-11 13:48:00,41.91454075,-87.71873143,"(41.91454075, -87.71873143)",2020,10,Thursday
10000971,TL170725,2023-09-06 16:33:00,43XX E CLARK ST,2830,CRIMINAL TRESPASS,TO RESIDENCE,SIDEWALK,True,True,2211,3,22.0,44.0,18,1186396.0,1918191.0,2023,2023-09-28 16:33:00,41.8439906,-87.62744375,"(41.8439906, -87.62744375)",2023,9,Wednesday
10000972,NS647374,2018-04-04 03:58:00,66XX N STATE ST,910,VANDALISM,CRIMINAL DAMAGE,CONVENIENCE STORE,False,False,2411,1,29.0,53.0,09,1188679.0,1866826.0,2018,2018-04-15 03:58:00,41.79568903,-87.59066927,"(41.79568903, -87.59066927)",2018,4,Wednesday
10000973,MG784163,2016-08-30 21:47:00,71XX E DIVISION ST,510,ASSAULT,AGGRAVATED: HANDGUN,CONVENIENCE STORE,False,True,1411,8,31.0,77.0,08B,1166546.0,1879135.0,2016,2016-09-18 21:47:00,41.84061179,-87.71449317,"(41.70863727, -87.71449317)",2016,8,Tuesday
10000974,YV962196,2020-01-04 11:46:00,47XX S HALSTED ST,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,UNKNOWN,False,True,221,1,25.0,39.0,11,1174540.0,1904363.0,2020,2020-01-30 11:46:00,41.96337997,-87.504281,"(41.96337997, -87.504281)",2020,1,Saturday
10000975,TH850472,2019-01-29 22:51:00,66XX N CHICAGO AVE,750,THEFT,THEFT $500 AND UNDER,RESIDENCE,False,False,511,4,28.0,72.0,12,1198526.0,1911143.0,2019,2019-02-04 22:51:00,41.96833775,-87.65490369,"(41.96833775, -87.65490369)",2019,1,Tuesday
10000976,AJ710181,2021-07-16 10:25:00,45XX N HALSTED ST,650,MOTOR VEHICLE THEFT,AUTOMOBILE,RETAIL STORE,False,False,122,14,3.0,32.0,16,1194167.0,1928665.0,2021,2021-08-03 10:25:00,41.84705365,-87.5133007,"(41.84705365, -87.5133007)",2021,7,Friday
10000977,HY574447,2017-09-22 15:02:00,69XX S BROADWAY,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,PARKING LOT / GARAGE(NON.RESID.),False,True,1811,1,43.0,31.0,16,1182744.0,1926164.0,2017,2017-09-28 15:02:00,41.82426387,-87.74913208,"(41.82426387, -87.74913208)",2017,9,Friday
10000978,PQ565482,2019-11-17 12:17:00,53XX S GRAND AVE,610,BURGLARY,FORCIBLE ENTRY,RETAIL STORE,False,False,112,15,20.0,36.0,12,1158322.0,1889592.0,2019,2019-11-22 12:17:00,41.74823732,-87.5947328,"(41.74823732, -87.5947328)",2019,11,Sunday
10000979,GY349591,2023-11-23 17:45:00,49XX N NORTH AVE,650,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,False,False,812,8,6.0,42.0,19,1163957.0,1925323.0,2023,2023-12-04 17:45:00,41.88607834,-87.74120474,"(41.88607834, -87.74120474)",2023,11,Thursday
10000980,MH853502,2016-07-12 11:35:00,9XX S DIVISION ST,750,THEFT,THEFT $500 AND UNDER,COMMERCIAL / BUSINESS OFFICE,False,False,521,5,12.0,7.0,26,1152661.0,1880944.0,2016,2016-07-28 11:35:00,41.90210077,-87.56793862,"(41.90210077, -87.56793862)",2016,7,Tuesday
10000981,GG624243,2023-11-14 23:52:00,96XX W DIVISION ST,1240,NARCOTICS,POSS: HEROIN(WHITE),CTA TRAIN,False,True,1911,16,33.0,50.0,19,1186738.0,1923325.0,2023,2023-12-10 23:52:00,41.79576852,-87.77986884,"(41.79576852, -87.77986884)",2023,11,Tuesday
10000982,JC285002,2020-09-20 14:16:00,3XX E DIVISION ST,460,BATTERY,SIMPLE,ALLEY,True,True,121,4,24.0,18.0,20,1176384.0,1903653.0,2020,2020-10-05 14:16:00,41.86233166,-87.62850525,"(41.86233166, -87.62850525)",2020,9,Sunday
10000983,AD653968,2017-02-01 21:42:00,10XX W STATE ST,460,BATTERY,SIMPLE,CTA TRAIN,True,False,311,2,50.0,36.0,18,1199085.0,1914032.0,2017,2017-02-20 21:42:00,41.84061179,-87.78783282,"(41.69046915, -87.78783282)",2017,2,Wednesday
10000984,LA789154,2019-10-25 07:07:00,16XX S STATE ST,910,VANDALISM,CRIMINAL DAMAGE,VEHICLE NON-COMMERCIAL,False,True,1611,10,14.0,41.0,10,1174199.0,1908525.0,2019,2019-11-20 07:07:00,41.97265289,-87.79812827,"(41.97265289, -87.79812827)",2019,10,Friday
10000985,TG334986,2021-11-01 08:18:00,44XX N DIVISION ST,610,BURGLARY,FORCIBLE ENTRY,CONVENIENCE STORE,False,False,1121,3,12.0,53.0,10,1170085.0,1922346.0,2021,2021-11-09 08:18:00,41.84061179,-87.73350087,"(41.70297072, -87.73350087)",2021,11,Monday
10000986,ZJ752626,2022-09-07 22:35:00,59XX S COTTAGE GROVE AVE,320,ROBBERY,STRONGARM - NO WEAPON,BAR OR TAVERN,True,False,111,2,28.0,75.0,11,1154161.0,1891804.0,2022,2022-09-23 22:35:00,41.92178042,-87.50855862,"(41.92178042, -87.50855862)",2022,9,Wednesday
10000987,OD007933,2019-12-17 17:12:00,88XX E WESTERN AVE,730,THEFT,SHOPLIFTING,GAS STATION,True,False,521,4,46.0,68.0,19,1187493.0,1912729.0,2019,2019-12-22 17:12:00,41.80878345,-87.72047998,"(41.80878345, -87.72047998)",2019,12,Tuesday
10000988,LL617092,2017-04-11 19:00:00,99XX E CICERO AVE,510,ASSAULT,AGGRAVATED: HANDGUN,ALLEY,True,False,712,17,46.0,48.0,11,1177012.0,1872544.0,2017,2017-04-22 19:00:00,41.70588056,-87.62670833,"(41.70588056, -87.62670833)",2017,4,Tuesday
10000989,AS967857,2022-01-14 20:47:00,95XX S CICERO AVE,1200,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,HOSPITAL BUILDING/GROUNDS,True,True,912,3,29.0,70.0,14,1151840.0,1898344.0,2022,2022-01-30 20:47:00,41.80357735,-87.66666505,"(41.80357735, -87.66666505)",2022,1,Friday
10000990,YJ049335,2015-04-25 16:45:00,95XX E PULASKI RD,1310,NARCOTICS,POSS: COCAINE,APARTMENT,True,False,113,9,47.0,39.0,04B,1199638.0,1878395.0,2015,2015-05-22 16:45:00,41.93043001,-87.71119541,"(41.93043001, -87.71119541)",2015,4,Saturday
10000991,PV056089,2022-06-03 20:26:00,56XX N HALSTED ST,320,ROBBERY,STRONGARM - NO WEAPON,PARK PROPERTY,True,False,122,5,41.0,50.0,07,1155877.0,1929188.0,2022,2022-06-04 20:26:00,41.94822229,-87.79400979,"(41.94822229, -87.79400979)",2022,6,Friday
10000992,LZ469365,2020-07-03 21:50:00,84XX W BROADWAY,750,THEFT,THEFT $500 AND UNDER,COMMERCIAL / BUSINESS OFFICE,True,False,1221,3,18.0,76.0,19,1155259.0,1876868.0,2020,2020-07-05 21:50:00,41.72883265,-87.5123456,"(41.72883265, -87.5123456)",2020,7,Friday
10000993,QE557445,2017-09-10 21:46:00,60XX E DIVISION ST,650,MOTOR VEHICLE THEFT,AUTOMOBILE,RETAIL STORE,False,False,711,20,48.0,59.0,12,1152435.0,1878553.0,2017,2017-10-07 21:46:00,41.87294343,-87.69448825,"(41.87294343, -87.69448825)",2017,9,Sunday
10000994,XL518104,2022-05-05 16:13:00,26XX N NORTH AVE,740,THEFT,THEFT OVER $500,VEHICLE NON-COMMERCIAL,False,False,2411,8,24.0,50.0,18,1188651.0,1917388.0,2022,2022-05-23 16:13:00,41.72725872,-87.69479962,"(41.72725872, -87.69479962)",2022,5,Thursday
10000995,MD115617,2015-06-12 12:25:00,36XX W CLARK ST,460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",True,False,912,5,33.0,62.0,20,1158583.0,1860860.0,2015,2015-06-29 12:25:00,41.78944485,-87.67294229,"(41.78944485, -87.67294229)",2015,6,Friday
10000996,LF962622,2018-10-06 21:00:00,93XX W HALSTED ST,2830,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,False,False,1211,8,37.0,36.0,14,1198271.0,1905417.0,2018,2018-11-01 21:00:00,41.88451177,-87.70512026,"(41.88451177, -87.70512026)",2018,10,Saturday
10000997,ZU533729,2021-12-10 11:02:00,53XX W GRAND AVE,460,BATTERY,SIMPLE,RESTAURANT,False,False,912,7,25.0,76.0,04A,1162829.0,1865957.0,2021,2022-01-03 11:02:00,41.81531161,-87.53538187,"(41.81531161, -87.53538187)",2021,12,Friday
10000998,FE862492,2021-08-25 15:39:00,79XX W WESTERN AVE,5003,PUBLIC PEACE VIOLATION,DISORDERLY CONDUCT,BAR OR TAVERN,True,False,312,12,18.0,75.0,19,1153550.0,1893655.0,2021,2021-09-01 15:39:00,41.72204127,-87.64262855,"(41.72204127, -87.64262855)",2021,8,Wednesday
10000999,SU661224,2019-06-09 05:05:00,16XX S MADISON ST,730,THEFT,SHOPLIFTING,CTA BUS,False,False,1011,15,19.0,21.0,05,1170811.0,1863013.0,2019,2019-07-07 05:05:00,41.79029691,-87.70299969,"(41.79029691, -87.70299969)",2019,6,Sunday
10001000,ED270191,2018-10-26 20:16:00,46XX N NORTH AVE,560,ASSAULT,SIMPLE,CONVENIENCE STORE,True,False,1111,25,4.0,7.0,17,1199264.0,1854117.0,2018,2018-11-11 20:16:00,41.96790134,-87.64235316,"(41.96790134, -87.64235316)",2018,10,Friday
10001001,SW546675,2020-12-05 19:58:00,9XX E DIVISION ST,620,BURGLARY,UNLAWFUL ENTRY,GAS STATION,False,False,511,9,8.0,25.0,18,1157023.0,1877243.0,2020,2020-12-16 19:58:00,41.79789694,-87.55891432,"(41.79789694, -87.55891432)",2020,12,Saturday
10001002,PH130117,2016-02-25 18:10:00,91XX W PULASKI RD,1020,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RETAIL STORE,True,True,1611,20,39.0,35.0,26,1190778.0,1926918.0,2016,2016-03-15 18:10:00,41.69205195,-87.77477277,"(41.69205195, -87.77477277)",2016,2,Thursday
10001003,XI261937,2020-08-23 16:33:00,59XX E WESTERN AVE,910,VANDALISM,CRIMINAL DAMAGE,HOSPITAL BUILDING/GROUNDS,True,False,1811,14,24.0,39.0,11,1179992.0,1869783.0,2020,2020-09-05 16:33:00,41.82900534,-87.51815132,"(41.82900534, -87.51815132)",2020,8,Sunday
10001004,MC270128,2019-07-08 20:34:00,51XX S NORTH AVE,1310,NARCOTICS,POSS: COCAINE,RESTAURANT,True,False,411,6,16.0,38.0,08A,1157377.0,1908122.0,2019,2019-08-02 20:34:00,41.98185379,-87.58182018,"(41.98185379, -87.58182018)",2019,7,Monday
10001005,WB437802,2016-07-05 17:46:00,90XX W FULLERTON AVE,320,ROBBERY,STRONGARM - NO WEAPON,STREET,False,False,1811,24,41.0,76.0,16,1195497.0,1874190.0,2016,2016-07-12 17:46:00,41.95993132,-87.58750151,"(41.95993132, -87.58750151)",2016,7,Tuesday
10001006,MV797256,2020-07-12 22:09:00,86XX S COTTAGE GROVE AVE,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,True,False,621,16,9.0,45.0,17,1190541.0,1929103.0,2020,2020-07-22 22:09:00,41.95560882,-87.6689396,"(41.95560882, -87.6689396)",2020,7,Sunday
10001007,NP500451,2022-01-10 09:53:00,59XX S HALSTED ST,110,HOMICIDE,FIRST DEGREE MURDER,VEHICLE NON-COMMERCIAL,True,False,1711,19,42.0,55.0,10,1159032.0,1920112.0,2022,2022-01-25 09:53:00,41.84061179,-87.78808052,"(41.91127812, -87.78808052)",2022,1,Monday
10001008,JK910503,2022-05-08 00:30:00,26XX E GRAND AVE,750,THEFT,THEFT $500 AND UNDER,RESIDENCE,False,False,1911,1,47.0,72.0,11,1180471.0,1913389.0,2022,2022-05-20 00:30:00,41.85990271,-87.60241324,"(41.85990271, -87.60241324)",2022,5,Sunday
10001009,MI698443,2021-07-14 12:06:00,13XX N DIVISION ST,610,BURGLARY,FORCIBLE ENTRY,GAS STATION,False,False,811,7,46.0,5.0,26,1182972.0,1878350.0,2021,2021-07-21 12:06:00,41.71888023,-87.67595884,"(41.71888023, -87.67595884)",2021,7,Wednesday
10001010,JW678318,2016-07-04 14:44:00,57XX N CICERO AVE,510,ASSAULT,AGGRAVATED: HANDGUN,ALLEY,False,False,412,18,30.0,6.0,03,1177249.0,1861194.0,2016,2016-07-20 14:44:00,41.74174675,-87.61000972,"(41.74174675, -87.61000972)",2016,7,Monday
10001011,GY082453,2015-12-26 12:53:00,34XX N MICHIGAN AVE,800,ARSON,AGGRAVATED,STREET,False,False,1811,8,7.0,3.0,17,1186600.0,1876746.0,2015,2016-01-02 12:53:00,41.76222134,-87.651374465,"(41.76222134, -87.55507662)",2015,12,Saturday
10001012,RZ266273,2015-07-06 08:16:00,62XX N PULASKI RD,5003,PUBLIC PEACE VIOLATION,DISORDERLY CONDUCT,STREET,False,False,1411,3,28.0,71.0,17,1153211.0,1890235.0,2015,2015-07-20 08:16:00,41.87970076,-87.651374465,UNKNOWN,2015,7,Monday
10001013,PJ794647,2018-04-12 07:07:00,88XX S CICERO AVE,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,BAR OR TAVERN,False,True,1221,11,24.0,43.0,20,1187991.0,1929880.0,2018,2018-04-20 07:07:00,41.7299474,-87.5837745,"(41.7299474, -87.5837745)",2018,4,Thursday
10001014,BN221235,2020-02-03 15:30:00,29XX W COTTAGE GROVE AVE,910,VANDALISM,CRIMINAL DAMAGE,RESIDENCE,False,False,511,16,24.0,9.0,17,1180323.0,1856721.0,2020,2020-02-27 15:30:00,41.71293697,-87.56304982,"(41.71293697, -87.56304982)",2020,2,Monday
10001015,GK132312,2020-08-04 22:37:00,25XX N MADISON ST,2830,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,True,False,113,14,50.0,40.0,18,1190242.0,1890799.0,2020,2020-08-26 22:37:00,41.72208301,-87.53708817,"(41.72208301, -87.53708817)",2020,8,Tuesday
10001016,RG984955,2015-02-04 08:03:00,45XX E CICERO AVE,560,ASSAULT,SIMPLE,CTA BUS,True,False,911,16,41.0,10.0,19,1194766.0,1878723.0,2015,2015-02-28 08:03:00,41.7737315,-87.78344905,"(41.7737315, -87.78344905)",2015,2,Wednesday
10001017,UH146509,2023-03-09 08:51:00,98XX N WESTERN AVE,650,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,False,False,1221,2,48.0,5.0,14,1188451.0,1899484.0,2023,2023-03-13 08:51:00,41.69274466,-87.71683046,"(41.69274466, -87.71683046)",2023,3,Thursday
10001018,GE402270,2016-09-02 22:08:00,60XX W MICHIGAN AVE,2830,CRIMINAL TRESPASS,TO RESIDENCE,RETAIL STORE,False,False,121,10,20.0,64.0,15,1190260.0,1928372.0,2016,2016-09-27 22:08:00,41.81432842,-87.77535073,"(41.81432842, -87.77535073)",2016,9,Friday
10001019,KO208196,2021-09-26 20:43:00,95XX S CLARK ST,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,BAR OR TAVERN,False,True,612,7,41.0,8.0,18,1190139.0,1885384.0,2021,2021-09-28 20:43:00,41.75827391,-87.50521633,"(41.75827391, -87.50521633)",2021,9,Sunday
10001020,XU408962,2019-03-03 07:50:00,26XX S CHICAGO AVE,910,VANDALISM,CRIMINAL DAMAGE,RESIDENCE,True,False,2411,6,30.0,48.0,08A,1162101.0,1910714.0,2019,2019-03-07 07:50:00,41.70706085,-87.72628085,"(41.70706085, -87.72628085)",2019,3,Sunday
10001021,ZI187492,2021-08-21 20:57:00,17XX S HALSTED ST,750,THEFT,THEFT $500 AND UNDER,VEHICLE NON-COMMERCIAL,True,True,1011,24,9.0,4.0,10,1160195.0,1912724.0,2021,2021-08-22 20:57:00,41.91110161,-87.60511543,"(41.91110161, -87.60511543)",2021,8,Saturday
10001022,NS601858,2018-07-04 18:39:00,69XX S NORTH AVE,2830,CRIMINAL TRESPASS,TO RESIDENCE,STREET,False,False,312,22,20.0,35.0,09,1166472.0,1866772.0,2018,2018-07-23 18:39:00,41.85018153,-87.54469445,"(41.85018153, -87.54469445)",2018,7,Wednesday
10001023,VJ789327,2022-10-12 10:42:00,66XX N GRAND AVE,5003,PUBLIC PEACE VIOLATION,DISORDERLY CONDUCT,CONVENIENCE STORE,False,False,1611,24,22.0,22.0,20,1152278.0,1889765.0,2022,2022-11-05 10:42:00,41.96781719,-87.65124879,"(41.96781719, -87.65124879)",2022,10,Wednesday
10001024,MP785986,2018-03-02 20:03:00,47XX E PULASKI RD,5003,PUBLIC PEACE VIOLATION,DISORDERLY CONDUCT,COMMERCIAL / BUSINESS OFFICE,False,False,1811,1,25.0,73.0,13,1156295.0,1909337.0,2018,2018-03-16 20:03:00,41.80705238,-87.63609899,"(41.80705238, -87.63609899)",2018,3,Friday
10001025,OK168142,2018-12-21 19:38:00,60XX N GRAND AVE,730,THEFT,SHOPLIFTING,STREET,False,False,121,2,6.0,56.0,08A,1157066.0,1900578.0,2018,2019-01-04 19:38:00,41.94633031,-87.5557222,"(41.94633031, -87.5557222)",2018,12,Friday
10001026,SI767368,2017-10-06 18:38:00,76XX E DIVISION ST,1020,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,False,False,312,18,17.0,35.0,14,1171368.0,1912908.0,2017,2017-10-23 18:38:00,41.73658823,-87.52260585,"(41.73658823, -87.52260585)",2017,10,Friday
10001027,CK877207,2023-12-25 08:46:00,17XX W NORTH AVE,1200,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,GROCERY FOOD STORE,False,False,312,18,15.0,17.0,20,1198249.0,1881531.0,2023,2023-12-29 08:46:00,41.69710054,-87.73601682,"(41.69710054, -87.73601682)",2023,12,Monday
10001028,UX471632,2016-07-10 19:51:00,92XX S GRAND AVE,750,THEFT,THEFT $500 AND UNDER,"SCHOOL, PUBLIC, BUILDING",False,False,113,19,46.0,21.0,15,1167825.0,1913451.0,2016,2016-07-15 19:51:00,41.89375128,-87.69844701,"(41.89375128, -87.69844701)",2016,7,Sunday
10001029,YO799380,2021-10-26 14:47:00,81XX E NORTH AVE,1200,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CONVENIENCE STORE,True,False,221,6,6.0,45.0,19,1158256.0,1890235.0,2021,2021-11-14 14:47:00,41.69042455,-87.66769322,"(41.69042455, -87.66769322)",2021,10,Tuesday
10001030,XH033876,2017-06-28 02:51:00,79XX W PULASKI RD,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,GROCERY FOOD STORE,True,True,2511,12,4.0,61.0,04B,1191480.0,1868218.0,2017,2017-07-17 02:51:00,41.75988165,-87.66521235,UNKNOWN,2017,6,Wednesday
10001031,UD288985,2015-08-29 15:11:00,32XX E DIVISION ST,650,MOTOR VEHICLE THEFT,AUTOMOBILE,GROCERY FOOD STORE,False,False,211,19,42.0,62.0,05,1187629.0,1890235.0,2015,2015-08-30 15:11:00,41.72637159,-87.651374465,"(41.72637159, -87.62469703)",2015,8,Saturday
10001032,MJ743590,2020-11-23 16:50:00,7XX W DIVISION ST,510,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,False,True,122,1,39.0,37.0,01A,1156088.0,1867682.0,2020,2020-12-07 16:50:00,41.97642308,-87.57972646,"(41.97642308, -87.57972646)",2020,11,Monday
10001033,XR691436,2018-04-08 18:08:00,84XX E MADISON ST,460,BATTERY,SIMPLE,OTHER,True,False,812,6,33.0,55.0,07,1151968.0,1913458.0,2018,2018-04-23 18:08:00,41.77640978,-87.59306039,"(41.77640978, -87.59306039)",2018,4,Sunday
10001034,YC384692,2019-03-27 15:02:00,58XX E HALSTED ST,460,BATTERY,SIMPLE,CTA BUS,False,False,1111,19,44.0,72.0,09,1191796.0,1878792.0,2019,2019-04-11 15:02:00,41.94946671,-87.591058,"(41.94946671, -87.591058)",2019,3,Wednesday
10001035,LH453054,2016-10-17 11:13:00,70XX N CLARK ST,320,ROBBERY,STRONGARM - NO WEAPON,COMMERCIAL / BUSINESS OFFICE,False,False,911,4,28.0,35.0,13,1162934.0,1869747.0,2016,2016-11-15 11:13:00,41.98950271,-87.52210935,"(41.98950271, -87.52210935)",2016,10,Monday
10001036,LN571271,2017-06-22 18:46:00,1XX N MADISON ST,750,THEFT,THEFT $500 AND UNDER,PARK PROPERTY,True,False,1511,17,26.0,44.0,07,1199450.0,1862343.0,2017,2017-06-28 18:46:00,41.95730776,-87.50293254,"(41.95730776, -87.50293254)",2017,6,Thursday
10001037,PI756694,2021-01-11 10:41:00,84XX S ASHLAND AVE,910,VANDALISM,CRIMINAL DAMAGE,CTA BUS,True,False,112,2,45.0,27.0,09,1162294.0,1900949.0,2021,2021-01-31 10:41:00,41.71195244,-87.52693542,"(41.71195244, -87.52693542)",2021,1,Monday
10001038,OC789294,2016-02-11 20:50:00,37XX S NORTH AVE,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,RESIDENCE,False,True,121,8,29.0,5.0,08B,1193384.0,1889056.0,2016,2016-02-19 20:50:00,41.90997669,-87.77619654,"(41.90997669, -87.77619654)",2016,2,Thursday
10001039,CT544761,2019-03-15 20:27:00,81XX N CLARK ST,750,THEFT,THEFT $500 AND UNDER,PARKING LOT / GARAGE(NON.RESID.),False,False,711,4,34.0,20.0,07,1174451.0,1878923.0,2019,2019-03-29 20:27:00,41.78228185,-87.71778386,"(41.78228185, -87.71778386)",2019,3,Friday
